city_id;size_)city;size_)hut;size_)large_town;size_)mid_town;size_)town;size_)village
1350;0;0;0;0;0;1
969;0;0;0;0;0;1
1205;0;1;0;0;0;0
892;0;1;0;0;0;0
527;0;0;0;0;0;1
366;0;1;0;0;0;0
168;0;0;0;0;0;1
1425;0;0;0;0;0;1
1040;0;0;0;0;0;1
1794;0;1;0;0;0;0
1375;0;1;0;0;0;0
1064;0;1;0;0;0;0
659;0;0;0;0;0;1
1761;0;0;0;0;0;1
1289;0;1;0;0;0;0
217;0;1;0;0;0;0
559;0;0;0;0;0;1
779;0;0;0;0;0;1
605;0;1;0;0;0;0
1309;0;1;0;0;0;0
401;0;0;0;0;0;1
950;0;0;0;0;0;1
362;0;0;0;0;0;1
982;0;1;0;0;0;0
876;0;1;0;0;0;0
363;0;0;0;0;0;1
1271;0;0;0;0;0;1
1286;0;0;0;0;0;1
131;0;1;0;0;0;0
1722;0;1;0;0;0;0
61;0;1;0;0;0;0
1354;0;0;0;0;0;1
67;0;0;0;0;0;1
817;0;1;0;0;0;0
1189;0;0;0;0;0;1
688;0;0;0;0;0;1
1321;0;0;0;0;0;1
476;0;0;0;0;0;1
1458;0;0;0;0;0;1
903;0;1;0;0;0;0
1185;0;1;0;0;0;0
1806;0;1;0;0;0;0
1655;0;0;0;0;0;1
77;0;0;0;0;0;1
757;0;1;0;0;0;0
1391;0;1;0;0;0;0
852;0;0;0;0;0;1
1606;0;0;0;0;0;1
890;0;0;0;0;0;1
1384;0;0;0;0;0;1
1364;0;1;0;0;0;0
181;0;0;0;0;0;1
678;0;0;0;0;0;1
76;0;0;0;0;0;1
877;0;1;0;0;0;0
544;0;0;0;0;0;1
1312;0;0;0;0;0;1
104;0;0;0;0;0;1
1161;0;1;0;0;0;0
23;0;1;0;0;0;0
1068;0;1;0;0;0;0
650;0;1;0;0;0;0
289;0;1;0;0;0;0
996;0;1;0;0;0;0
1168;0;1;0;0;0;0
1548;0;1;0;0;0;0
647;0;0;0;0;0;1
566;0;1;0;0;0;0
516;0;0;0;0;0;1
565;0;0;0;0;0;1
1234;0;0;0;0;0;1
1609;0;0;0;0;0;1
622;0;0;0;0;0;1
1410;0;0;0;0;0;1
1193;0;1;0;0;0;0
922;0;1;0;0;0;0
822;0;0;0;0;0;1
1796;0;1;0;0;0;0
981;0;1;0;0;0;0
269;0;0;0;0;0;1
1303;0;1;0;0;0;0
230;0;0;0;0;0;1
1152;0;1;0;0;0;0
858;0;0;0;0;0;1
124;0;1;0;0;0;0
1728;0;0;0;0;0;1
864;0;1;0;0;0;0
1370;0;0;0;0;0;1
130;0;1;0;0;0;0
756;0;0;0;0;0;1
676;0;0;0;0;0;1
1464;0;1;0;0;0;0
102;0;0;0;0;0;1
604;0;1;0;0;0;0
1166;0;1;0;0;0;0
118;0;1;0;0;0;0
243;0;0;0;0;0;1
1285;0;0;0;0;0;1
416;0;0;0;0;0;1
823;0;1;0;0;0;0
1170;0;1;0;0;0;0
147;0;0;0;0;0;1
586;0;0;0;0;0;1
1352;0;0;0;0;0;1
74;0;1;0;0;0;0
1367;0;1;0;0;0;0
1199;0;1;0;0;0;0
633;0;0;0;0;0;1
134;0;1;0;0;0;0
1422;0;1;0;0;0;0
106;0;1;0;0;0;0
427;0;0;0;0;0;1
1372;0;1;0;0;0;0
1373;0;1;0;0;0;0
1144;0;1;0;0;0;0
875;0;1;0;0;0;0
1661;0;1;0;0;0;0
1578;0;1;0;0;0;0
178;0;0;0;0;0;1
1037;0;0;0;0;0;1
206;0;0;0;0;0;1
313;0;1;0;0;0;0
1550;0;1;0;0;0;0
179;0;0;0;0;0;1
1361;0;0;0;0;0;1
228;0;1;0;0;0;0
525;0;1;0;0;0;0
267;0;1;0;0;0;0
776;0;0;0;0;0;1
1515;0;1;0;0;0;0
51;0;1;0;0;0;0
835;0;0;0;0;0;1
939;0;1;0;0;0;0
1063;0;1;0;0;0;0
1107;0;1;0;0;0;0
861;0;1;0;0;0;0
546;0;1;0;0;0;0
75;0;1;0;0;0;0
1304;0;1;0;0;0;0
128;0;0;0;0;0;1
145;0;0;0;0;0;1
358;0;0;0;0;0;1
1341;0;1;0;0;0;0
1109;0;1;0;0;0;0
429;0;0;0;0;0;1
871;0;1;0;0;0;0
310;0;0;0;0;0;1
893;0;0;0;0;0;1
1113;0;1;0;0;0;0
1125;0;1;0;0;0;0
547;0;1;0;0;0;0
753;0;0;0;0;0;1
759;0;1;0;0;0;0
1224;0;1;0;0;0;0
60;0;1;0;0;0;0
1313;0;1;0;0;0;0
236;0;1;0;0;0;0
603;0;1;0;0;0;0
1800;0;1;0;0;0;0
923;0;1;0;0;0;0
91;0;1;0;0;0;0
225;0;1;0;0;0;0
1183;0;1;0;0;0;0
670;0;0;0;0;0;1
629;0;0;0;0;0;1
278;0;1;0;0;0;0
573;0;1;0;0;0;0
1543;0;1;0;0;0;0
895;0;1;0;0;0;0
576;0;1;0;0;0;0
272;0;1;0;0;0;0
295;0;1;0;0;0;0
1206;0;1;0;0;0;0
730;0;1;0;0;0;0
535;0;0;0;0;0;1
109;0;0;0;0;0;1
62;0;1;0;0;0;0
274;0;0;0;0;0;1
1484;0;1;0;0;0;0
1167;0;1;0;0;0;0
732;0;1;0;0;0;0
235;0;1;0;0;0;0
788;0;1;0;0;0;0
951;0;1;0;0;0;0
34;0;1;0;0;0;0
1008;0;1;0;0;0;0
1329;0;1;0;0;0;0
774;0;1;0;0;0;0
720;0;1;0;0;0;0
746;0;1;0;0;0;0
563;0;1;0;0;0;0
1726;0;1;0;0;0;0
1414;0;1;0;0;0;0
142;0;0;0;0;0;1
1399;0;0;0;0;0;1
1213;0;1;0;0;0;0
673;0;1;0;0;0;0
713;0;1;0;0;0;0
851;0;1;0;0;0;0
749;0;1;0;0;0;0
783;0;1;0;0;0;0
889;0;0;0;0;0;1
1214;0;1;0;0;0;0
834;0;0;0;0;0;1
813;0;0;0;0;0;1
1041;0;0;0;0;0;1
700;0;1;0;0;0;0
863;0;1;0;0;0;0
551;0;1;0;0;0;0
980;0;1;0;0;0;0
1036;0;0;0;0;0;1
844;0;1;0;0;0;0
1262;0;1;0;0;0;0
290;0;1;0;0;0;0
1208;0;1;0;0;0;0
1512;0;1;0;0;0;0
768;0;1;0;0;0;0
812;0;0;0;0;0;1
1274;0;0;0;0;0;1
794;0;1;0;0;0;0
1212;0;1;0;0;0;0
303;0;1;0;0;0;0
910;0;1;0;0;0;0
1121;0;1;0;0;0;0
1029;0;1;0;0;0;0
648;0;0;0;0;0;1
751;0;1;0;0;0;0
302;0;0;0;0;0;1
960;0;1;0;0;0;0
1120;0;1;0;0;0;0
968;0;0;0;0;0;1
1421;0;1;0;0;0;0
1190;0;1;0;0;0;0
1031;0;1;0;0;0;0
249;0;0;0;0;0;1
369;0;0;0;0;0;1
938;0;1;0;0;0;0
377;0;1;0;0;0;0
808;0;1;0;0;0;0
582;0;1;0;0;0;0
926;0;1;0;0;0;0
1431;0;1;0;0;0;0
618;0;1;0;0;0;0
1265;0;1;0;0;0;0
765;0;1;0;0;0;0
192;0;0;0;0;0;1
692;0;1;0;0;0;0
1044;0;0;0;0;0;1
1723;0;1;0;0;0;0
931;0;1;0;0;0;0
986;0;1;0;0;0;0
58;0;0;0;0;0;1
831;0;1;0;0;0;0
744;0;1;0;0;0;0
297;0;1;0;0;0;0
621;0;1;0;0;0;0
569;0;0;0;0;0;1
814;0;1;0;0;0;0
1080;0;1;0;0;0;0
542;0;1;0;0;0;0
431;0;0;0;0;0;1
1386;0;1;0;0;0;0
1459;0;1;0;0;0;0
1283;0;1;0;0;0;0
72;0;1;0;0;0;0
238;0;1;0;0;0;0
281;0;0;0;0;0;1
1474;0;1;0;0;0;0
1803;0;1;0;0;0;0
1201;0;0;0;0;0;1
1149;0;1;0;0;0;0
1436;0;1;0;0;0;0
1278;0;1;0;0;0;0
1310;0;1;0;0;0;0
129;0;1;0;0;0;0
1388;0;1;0;0;0;0
970;0;0;0;0;0;1
912;0;0;0;0;0;1
741;0;1;0;0;0;0
908;0;1;0;0;0;0
874;0;0;0;0;0;1
1335;0;1;0;0;0;0
275;0;1;0;0;0;0
770;0;1;0;0;0;0
649;0;0;0;0;0;1
909;0;0;0;0;0;1
900;0;1;0;0;0;0
294;0;0;0;0;0;1
1241;0;1;0;0;0;0
1351;0;1;0;0;0;0
682;0;1;0;0;0;0
866;0;1;0;0;0;0
237;0;1;0;0;0;0
575;0;1;0;0;0;0
1156;0;0;0;0;0;1
1059;0;1;0;0;0;0
1799;0;1;0;0;0;0
855;0;1;0;0;0;0
1358;0;1;0;0;0;0
1355;0;1;0;0;0;0
911;0;1;0;0;0;0
1727;0;0;0;0;0;1
804;0;0;0;0;0;1
1798;0;1;0;0;0;0
1066;0;1;0;0;0;0
241;0;1;0;0;0;0
699;0;0;0;0;0;1
1465;0;0;0;0;0;1
1301;0;0;0;0;0;1
1307;0;1;0;0;0;0
1614;0;1;0;0;0;0
283;0;1;0;0;0;0
1573;0;1;0;0;0;0
222;0;1;0;0;0;0
533;0;1;0;0;0;0
640;0;1;0;0;0;0
589;0;1;0;0;0;0
1561;0;1;0;0;0;0
789;0;1;0;0;0;0
917;0;1;0;0;0;0
766;0;1;0;0;0;0
194;0;1;0;0;0;0
683;0;1;0;0;0;0
47;0;1;0;0;0;0
140;0;1;0;0;0;0
25;0;1;0;0;0;0
816;0;1;0;0;0;0
958;0;1;0;0;0;0
125;0;1;0;0;0;0
1259;0;1;0;0;0;0
743;0;1;0;0;0;0
1217;0;1;0;0;0;0
983;0;1;0;0;0;0
918;0;0;0;0;0;1
819;0;1;0;0;0;0
1124;0;1;0;0;0;0
1291;0;1;0;0;0;0
108;0;1;0;0;0;0
821;0;1;0;0;0;0
1118;0;1;0;0;0;0
750;0;1;0;0;0;0
654;0;1;0;0;0;0
534;0;1;0;0;0;0
227;0;0;0;0;0;1
684;0;0;0;0;0;1
39;0;1;0;0;0;0
1519;0;1;0;0;0;0
311;0;1;0;0;0;0
1447;0;0;0;0;0;1
1026;0;1;0;0;0;0
710;0;0;0;0;0;1
116;0;0;0;0;0;1
1413;0;1;0;0;0;0
579;0;1;0;0;0;0
1284;0;0;0;0;0;1
977;0;1;0;0;0;0
1439;0;1;0;0;0;0
1030;0;1;0;0;0;0
924;0;1;0;0;0;0
862;0;1;0;0;0;0
646;0;1;0;0;0;0
1345;0;1;0;0;0;0
415;0;1;0;0;0;0
1406;0;1;0;0;0;0
1318;0;0;0;0;0;1
1272;0;1;0;0;0;0
1223;0;1;0;0;0;0
1738;0;1;0;0;0;0
1317;0;1;0;0;0;0
1724;0;1;0;0;0;0
1071;0;1;0;0;0;0
784;0;1;0;0;0;0
798;0;1;0;0;0;0
1159;0;1;0;0;0;0
820;0;1;0;0;0;0
1320;0;0;0;0;0;1
1013;0;1;0;0;0;0
685;0;1;0;0;0;0
772;0;1;0;0;0;0
635;0;0;0;0;0;1
1319;0;1;0;0;0;0
1802;0;1;0;0;0;0
410;0;0;0;0;0;1
117;0;1;0;0;0;0
848;0;0;0;0;0;1
554;0;0;0;0;0;1
1147;0;1;0;0;0;0
567;0;1;0;0;0;0
1296;0;1;0;0;0;0
1306;0;1;0;0;0;0
724;0;1;0;0;0;0
1097;0;1;0;0;0;0
550;0;1;0;0;0;0
1336;0;1;0;0;0;0
1494;0;1;0;0;0;0
994;0;1;0;0;0;0
1102;0;1;0;0;0;0
1174;0;1;0;0;0;0
631;0;1;0;0;0;0
824;0;1;0;0;0;0
1449;0;1;0;0;0;0
1235;0;1;0;0;0;0
849;0;1;0;0;0;0
1092;0;1;0;0;0;0
715;0;1;0;0;0;0
1151;0;1;0;0;0;0
1288;0;1;0;0;0;0
791;0;1;0;0;0;0
572;0;1;0;0;0;0
1470;0;1;0;0;0;0
1552;0;1;0;0;0;0
1140;0;1;0;0;0;0
771;0;0;0;0;0;1
1009;0;1;0;0;0;0
1057;0;1;0;0;0;0
1408;0;1;0;0;0;0
916;0;1;0;0;0;0
1409;0;1;0;0;0;0
1228;0;1;0;0;0;0
1273;0;1;0;0;0;0
1348;0;1;0;0;0;0
1079;0;1;0;0;0;0
291;0;1;0;0;0;0
1456;0;1;0;0;0;0
1332;0;1;0;0;0;0
627;0;1;0;0;0;0
552;0;1;0;0;0;0
1267;0;1;0;0;0;0
1353;0;1;0;0;0;0
1407;0;1;0;0;0;0
1423;0;1;0;0;0;0
769;0;1;0;0;0;0
764;0;1;0;0;0;0
71;0;1;0;0;0;0
50;0;1;0;0;0;0
1433;0;1;0;0;0;0
1801;0;1;0;0;0;0
95;0;0;0;0;0;1
1344;0;1;0;0;0;0
210;0;1;0;0;0;0
1060;0;1;0;0;0;0
777;0;1;0;0;0;0
414;0;0;0;0;0;1
1177;0;1;0;0;0;0
790;0;1;0;0;0;0
840;0;1;0;0;0;0
99;0;1;0;0;0;0
1457;0;1;0;0;0;0
1529;0;1;0;0;0;0
355;0;1;0;0;0;0
1207;0;1;0;0;0;0
141;0;1;0;0;0;0
584;0;1;0;0;0;0
867;0;1;0;0;0;0
277;0;1;0;0;0;0
223;0;0;0;0;0;1
1047;0;1;0;0;0;0
1202;0;1;0;0;0;0
309;0;1;0;0;0;0
630;0;1;0;0;0;0
727;0;1;0;0;0;0
1268;0;1;0;0;0;0
1346;0;1;0;0;0;0
1032;0;1;0;0;0;0
609;0;1;0;0;0;0
1299;0;1;0;0;0;0
706;0;1;0;0;0;0
1363;0;1;0;0;0;0
735;0;1;0;0;0;0
1411;0;0;0;0;0;1
1735;0;1;0;0;0;0
1725;0;1;0;0;0;0
1662;0;1;0;0;0;0
1165;0;1;0;0;0;0
1279;0;1;0;0;0;0
1328;0;1;0;0;0;0
1084;0;1;0;0;0;0
704;0;1;0;0;0;0
1215;0;1;0;0;0;0
224;0;1;0;0;0;0
220;0;1;0;0;0;0
138;0;1;0;0;0;0
1579;0;1;0;0;0;0
1665;0;1;0;0;0;0
1717;0;1;0;0;0;0
553;0;1;0;0;0;0
1073;0;1;0;0;0;0
806;0;1;0;0;0;0
1016;0;1;0;0;0;0
595;0;1;0;0;0;0
1424;0;1;0;0;0;0
548;0;1;0;0;0;0
716;0;1;0;0;0;0
1126;0;1;0;0;0;0
101;0;1;0;0;0;0
587;0;1;0;0;0;0
843;0;1;0;0;0;0
974;0;1;0;0;0;0
1172;0;1;0;0;0;0
612;0;1;0;0;0;0
728;0;1;0;0;0;0
639;0;1;0;0;0;0
1074;0;1;0;0;0;0
793;0;1;0;0;0;0
901;0;1;0;0;0;0
1086;0;1;0;0;0;0
543;0;1;0;0;0;0
1145;0;1;0;0;0;0
135;0;1;0;0;0;0
988;0;1;0;0;0;0
1443;0;1;0;0;0;0
1021;0;1;0;0;0;0
122;0;1;0;0;0;0
894;0;1;0;0;0;0
775;0;1;0;0;0;0
1780;0;1;0;0;0;0
1220;0;1;0;0;0;0
1051;0;1;0;0;0;0
1264;0;1;0;0;0;0
1200;0;1;0;0;0;0
1203;0;1;0;0;0;0
1095;0;1;0;0;0;0
1377;0;1;0;0;0;0
164;0;1;0;0;0;0
1472;0;1;0;0;0;0
1266;0;1;0;0;0;0
1130;0;1;0;0;0;0
1006;0;1;0;0;0;0
1236;0;1;0;0;0;0
850;0;1;0;0;0;0
1128;0;1;0;0;0;0
1441;0;1;0;0;0;0
213;0;1;0;0;0;0
1048;0;1;0;0;0;0
1083;0;1;0;0;0;0
1188;0;1;0;0;0;0
1541;0;1;0;0;0;0
1111;0;1;0;0;0;0
49;0;1;0;0;0;0
87;0;1;0;0;0;0
868;0;1;0;0;0;0
1551;0;1;0;0;0;0
1195;0;1;0;0;0;0
112;0;1;0;0;0;0
1233;0;1;0;0;0;0
1489;0;1;0;0;0;0
717;0;1;0;0;0;0
636;0;1;0;0;0;0
1028;0;1;0;0;0;0
1357;0;1;0;0;0;0
995;0;1;0;0;0;0
666;0;1;0;0;0;0
1085;0;1;0;0;0;0
1019;0;1;0;0;0;0
1015;0;1;0;0;0;0
803;0;1;0;0;0;0
725;0;1;0;0;0;0
1017;0;1;0;0;0;0
1503;0;1;0;0;0;0
1133;0;1;0;0;0;0
1779;0;1;0;0;0;0
885;0;1;0;0;0;0
1227;0;1;0;0;0;0
1446;0;1;0;0;0;0
1179;0;1;0;0;0;0
1359;0;1;0;0;0;0
1211;0;1;0;0;0;0
1260;0;1;0;0;0;0
1164;0;1;0;0;0;0
799;0;1;0;0;0;0
1501;0;1;0;0;0;0
1112;0;1;0;0;0;0
133;0;1;0;0;0;0
664;0;1;0;0;0;0
818;0;1;0;0;0;0
1093;0;1;0;0;0;0
971;0;1;0;0;0;0
997;0;1;0;0;0;0
1157;0;1;0;0;0;0
1454;0;1;0;0;0;0
829;0;1;0;0;0;0
1067;0;1;0;0;0;0
1056;0;1;0;0;0;0
1250;0;1;0;0;0;0
78;0;1;0;0;0;0
1730;0;1;0;0;0;0
1018;0;1;0;0;0;0
1426;0;1;0;0;0;0
262;0;1;0;0;0;0
1429;0;1;0;0;0;0
92;0;1;0;0;0;0
57;0;1;0;0;0;0
1154;0;1;0;0;0;0
1003;0;1;0;0;0;0
734;0;1;0;0;0;0
528;0;1;0;0;0;0
869;0;1;0;0;0;0
215;0;1;0;0;0;0
1416;0;1;0;0;0;0
1184;0;1;0;0;0;0
712;0;1;0;0;0;0
1531;0;1;0;0;0;0
721;0;1;0;0;0;0
1082;0;1;0;0;0;0
689;0;1;0;0;0;0
1210;0;1;0;0;0;0
837;0;1;0;0;0;0
1481;0;1;0;0;0;0
1045;0;1;0;0;0;0
1033;0;1;0;0;0;0
1804;0;1;0;0;0;0
1052;0;1;0;0;0;0
738;0;1;0;0;0;0
1473;0;1;0;0;0;0
1081;0;1;0;0;0;0
1502;0;1;0;0;0;0
1191;0;1;0;0;0;0
1106;0;1;0;0;0;0
729;0;1;0;0;0;0
898;0;1;0;0;0;0
1325;0;1;0;0;0;0
976;0;1;0;0;0;0
271;0;1;0;0;0;0
1808;0;1;0;0;0;0
560;0;1;0;0;0;0
613;0;1;0;0;0;0
1023;0;1;0;0;0;0
1022;0;1;0;0;0;0
1326;0;1;0;0;0;0
1398;0;1;0;0;0;0
549;0;1;0;0;0;0
1455;0;1;0;0;0;0
1173;0;1;0;0;0;0
28;0;1;0;0;0;0
1365;0;1;0;0;0;0
1492;0;1;0;0;0;0
624;0;1;0;0;0;0
1430;0;1;0;0;0;0
1560;0;1;0;0;0;0
698;0;1;0;0;0;0
1379;0;1;0;0;0;0
90;0;1;0;0;0;0
1075;0;1;0;0;0;0
1395;0;1;0;0;0;0
1807;0;1;0;0;0;0
1418;0;1;0;0;0;0
1049;0;1;0;0;0;0
1468;0;1;0;0;0;0
807;0;1;0;0;0;0
1517;0;1;0;0;0;0
1139;0;1;0;0;0;0
739;0;1;0;0;0;0
637;0;1;0;0;0;0
127;0;1;0;0;0;0
1007;0;1;0;0;0;0
1445;0;1;0;0;0;0
69;0;1;0;0;0;0
214;0;1;0;0;0;0
1453;0;1;0;0;0;0
293;0;1;0;0;0;0
723;0;1;0;0;0;0
1811;0;1;0;0;0;0
1664;0;1;0;0;0;0
1248;0;1;0;0;0;0
1525;0;1;0;0;0;0
1311;0;1;0;0;0;0
1387;0;1;0;0;0;0
174;0;1;0;0;0;0
1435;0;1;0;0;0;0
43;0;1;0;0;0;0
1162;0;1;0;0;0;0
308;0;1;0;0;0;0
667;0;1;0;0;0;0
711;0;1;0;0;0;0
787;0;1;0;0;0;0
284;0;1;0;0;0;0
1475;0;1;0;0;0;0
107;0;1;0;0;0;0
1076;0;1;0;0;0;0
1737;0;1;0;0;0;0
857;0;1;0;0;0;0
1805;0;1;0;0;0;0
84;0;1;0;0;0;0
1077;0;1;0;0;0;0
1747;0;1;0;0;0;0
1812;0;1;0;0;0;0
1005;0;1;0;0;0;0
73;0;1;0;0;0;0
1096;0;1;0;0;0;0
137;0;1;0;0;0;0
212;0;1;0;0;0;0
1098;0;1;0;0;0;0
1478;0;1;0;0;0;0
1397;0;1;0;0;0;0
709;0;1;0;0;0;0
796;0;1;0;0;0;0
81;0;1;0;0;0;0
1558;0;1;0;0;0;0
1479;0;1;0;0;0;0
1245;0;1;0;0;0;0
754;0;1;0;0;0;0
1055;0;1;0;0;0;0
88;0;1;0;0;0;0
139;0;1;0;0;0;0
1555;0;1;0;0;0;0
1072;0;1;0;0;0;0
96;0;1;0;0;0;0
998;0;1;0;0;0;0
1194;0;1;0;0;0;0
574;0;1;0;0;0;0
733;0;1;0;0;0;0
578;0;1;0;0;0;0
1150;0;1;0;0;0;0
94;0;1;0;0;0;0
1198;0;1;0;0;0;0
628;0;1;0;0;0;0
825;0;1;0;0;0;0
1743;0;1;0;0;0;0
29;0;1;0;0;0;0
1542;0;1;0;0;0;0
1556;0;1;0;0;0;0
708;0;1;0;0;0;0
1437;0;1;0;0;0;0
1382;0;1;0;0;0;0
1438;0;1;0;0;0;0
625;0;1;0;0;0;0
1116;0;1;0;0;0;0
1585;0;1;0;0;0;0
40;0;1;0;0;0;0
1366;0;1;0;0;0;0
1249;0;1;0;0;0;0
1536;0;1;0;0;0;0
1461;0;1;0;0;0;0
1153;0;1;0;0;0;0
1131;0;1;0;0;0;0
132;0;1;0;0;0;0
1163;0;1;0;0;0;0
782;0;1;0;0;0;0
1535;0;1;0;0;0;0
1114;0;1;0;0;0;0
1483;0;1;0;0;0;0
602;0;1;0;0;0;0
97;0;1;0;0;0;0
1020;0;1;0;0;0;0
